fecha,comentario,tokens,estrellas
26/04/2025,"We have been part of the Airbnb community as host for over nine years, and this is the first time I've had to have a look at trust pilot to see what other people are experiencing.
I can only say that this organisation lacks clarity, ownership and professionalism. When you call it, it's like talking to a robot, and I'm sure they read from a script.
Sadly, on this occasion, we have had damage to our property,
They say they are dealing with the situation, and for the past week we have received emails around midnight UK time from somebody who calls themselves Donald S. no name no job description, for all we know it could be a scam
They request evidence in video format to back up our claim, and we respond effectively
Initially, they say they cannot process videos longer than 30 seconds
So you shorten the video and send it in as per request
Next day around midnight, Donald S who previously requested you to send a video of 30 seconds, then get back to you with a comment "" we cannot access third-party videos'
No explanation, no apology for previous lack of clarity or professionalism
No further information concerning who they are and what is their job description
Just another midnight oil Email request requesting the video in a different format
This has now gone on for a week, and I still have no outcome as to the extensive damage that has been dealt to my property
But seemingly, we have the Airbnb host guarantee
This company is shoddy, unprofessional, and process driven.
It seems they care more about the person who did the damage, than the client who's making them money.
However, we are left to pick up the pieces of the damage whilst the one who caused the damage is able to post a defamatory feedback on our profile that is based on lies and anger
So this morning, I decided to call up and talk to somebody who may be able to help me with the situation
Would you believe, you cannot talk to a manager?
They only respond by email
No accountability
No manager available
Just someone on the end of the phone who keeps saying no no no
Abysmal customer service
Airbnb, you should be ashamed
I have placed my 2.5 million property in your hands, and this is how you treat us
Reader beware of placing your valuable home in their hands","['We', 'have', 'been', 'part', 'of', 'the', 'Airbnb', 'community', 'as', 'host', 'for', 'over', 'nine', 'years', ',', 'and', 'this', 'is', 'the', 'first', 'time', 'I', ""'ve"", 'had', 'to', 'have', 'a', 'look', 'at', 'trust', 'pilot', 'to', 'see', 'what', 'other', 'people', 'are', 'experiencing', '.', 'I', 'can', 'only', 'say', 'that', 'this', 'organisation', 'lacks', 'clarity', ',', 'ownership', 'and', 'professionalism', '.', 'When', 'you', 'call', 'it', ',', 'it', ""'s"", 'like', 'talking', 'to', 'a', 'robot', ',', 'and', 'I', ""'m"", 'sure', 'they', 'read', 'from', 'a', 'script', '.', 'Sadly', ',', 'on', 'this', 'occasion', ',', 'we', 'have', 'had', 'damage', 'to', 'our', 'property', ',', 'They', 'say', 'they', 'are', 'dealing', 'with', 'the', 'situation', ',', 'and', 'for', 'the', 'past', 'week', 'we', 'have', 'received', 'emails', 'around', 'midnight', 'UK', 'time', 'from', 'somebody', 'who', 'calls', 'themselves', 'Donald', 'S.', 'no', 'name', 'no', 'job', 'description', ',', 'for', 'all', 'we', 'know', 'it', 'could', 'be', 'a', 'scam', 'They', 'request', 'evidence', 'in', 'video', 'format', 'to', 'back', 'up', 'our', 'claim', ',', 'and', 'we', 'respond', 'effectively', 'Initially', ',', 'they', 'say', 'they', 'can', 'not', 'process', 'videos', 'longer', 'than', '30', 'seconds', 'So', 'you', 'shorten', 'the', 'video', 'and', 'send', 'it', 'in', 'as', 'per', 'request', 'Next', 'day', 'around', 'midnight', ',', 'Donald', 'S', 'who', 'previously', 'requested', 'you', 'to', 'send', 'a', 'video', 'of', '30', 'seconds', ',', 'then', 'get', 'back', 'to', 'you', 'with', 'a', 'comment', '``', 'we', 'can', 'not', 'access', 'third-party', 'videos', ""'"", 'No', 'explanation', ',', 'no', 'apology', 'for', 'previous', 'lack', 'of', 'clarity', 'or', 'professionalism', 'No', 'further', 'information', 'concerning', 'who', 'they', 'are', 'and', 'what', 'is', 'their', 'job', 'description', 'Just', 'another', 'midnight', 'oil', 'Email', 'request', 'requesting', 'the', 'video', 'in', 'a', 'different', 'format', 'This', 'has', 'now', 'gone', 'on', 'for', 'a', 'week', ',', 'and', 'I', 'still', 'have', 'no', 'outcome', 'as', 'to', 'the', 'extensive', 'damage', 'that', 'has', 'been', 'dealt', 'to', 'my', 'property', 'But', 'seemingly', ',', 'we', 'have', 'the', 'Airbnb', 'host', 'guarantee', 'This', 'company', 'is', 'shoddy', ',', 'unprofessional', ',', 'and', 'process', 'driven', '.', 'It', 'seems', 'they', 'care', 'more', 'about', 'the', 'person', 'who', 'did', 'the', 'damage', ',', 'than', 'the', 'client', 'who', ""'s"", 'making', 'them', 'money', '.', 'However', ',', 'we', 'are', 'left', 'to', 'pick', 'up', 'the', 'pieces', 'of', 'the', 'damage', 'whilst', 'the', 'one', 'who', 'caused', 'the', 'damage', 'is', 'able', 'to', 'post', 'a', 'defamatory', 'feedback', 'on', 'our', 'profile', 'that', 'is', 'based', 'on', 'lies', 'and', 'anger', 'So', 'this', 'morning', ',', 'I', 'decided', 'to', 'call', 'up', 'and', 'talk', 'to', 'somebody', 'who', 'may', 'be', 'able', 'to', 'help', 'me', 'with', 'the', 'situation', 'Would', 'you', 'believe', ',', 'you', 'can', 'not', 'talk', 'to', 'a', 'manager', '?', 'They', 'only', 'respond', 'by', 'email', 'No', 'accountability', 'No', 'manager', 'available', 'Just', 'someone', 'on', 'the', 'end', 'of', 'the', 'phone', 'who', 'keeps', 'saying', 'no', 'no', 'no', 'Abysmal', 'customer', 'service', 'Airbnb', ',', 'you', 'should', 'be', 'ashamed', 'I', 'have', 'placed', 'my', '2.5', 'million', 'property', 'in', 'your', 'hands', ',', 'and', 'this', 'is', 'how', 'you', 'treat', 'us', 'Reader', 'beware', 'of', 'placing', 'your', 'valuable', 'home', 'in', 'their', 'hands']",1/5
26/04/2025,"I am a host on AirBnB. Over the Easter weekend Airbnb placed guests in my property who held an all-night party with drugs and kept the entire neighbourhood awake. These guests smashed our home and did £2.5k worth of damage. The police were involved. The guest who booked our home had already received a review for similar behaviour from another host but yet was deemed by AirBnB as being of suitable calibre to book again with another host.

When I tried to claim the costs of damages from Airbnb’s AirCover scheme they made it as difficult as possible - asking for receipts of kitchen equipment that was installed 10 years ago, asking me to explain how the damage was done (when the guests were consuming drugs and I wasn’t there) and informing me they would not cover the cost replacing the locks after the guests took the house keys. It seemed their safety policy allows guests like this to retain keys to properties that they have taken drugs at and trashed, which in my view represents a huge safety issue.

I appreciate that incidents do occur and that they are often unexpected. But how they are recovered is also important. In this situation I felt completely abandoned by AirBnB. They were more interested in wrapping layers or bureaucracy around the process, providing non genuine statements of support and in closing down the case regardless of whether it was resolved or not.

Their behaviour has been appalling and has confirmed to me that they really do not care about either hosts or guests.

If you have a rental property, think carefully about whether you want Airbnb to be your broker. Because they are exactly that - just a broker. If anything goes wrong you’ll be completely on your own. They do not care.","['I', 'am', 'a', 'host', 'on', 'AirBnB', '.', 'Over', 'the', 'Easter', 'weekend', 'Airbnb', 'placed', 'guests', 'in', 'my', 'property', 'who', 'held', 'an', 'all-night', 'party', 'with', 'drugs', 'and', 'kept', 'the', 'entire', 'neighbourhood', 'awake', '.', 'These', 'guests', 'smashed', 'our', 'home', 'and', 'did', '£2.5k', 'worth', 'of', 'damage', '.', 'The', 'police', 'were', 'involved', '.', 'The', 'guest', 'who', 'booked', 'our', 'home', 'had', 'already', 'received', 'a', 'review', 'for', 'similar', 'behaviour', 'from', 'another', 'host', 'but', 'yet', 'was', 'deemed', 'by', 'AirBnB', 'as', 'being', 'of', 'suitable', 'calibre', 'to', 'book', 'again', 'with', 'another', 'host', '.', 'When', 'I', 'tried', 'to', 'claim', 'the', 'costs', 'of', 'damages', 'from', 'Airbnb', '’', 's', 'AirCover', 'scheme', 'they', 'made', 'it', 'as', 'difficult', 'as', 'possible', '-', 'asking', 'for', 'receipts', 'of', 'kitchen', 'equipment', 'that', 'was', 'installed', '10', 'years', 'ago', ',', 'asking', 'me', 'to', 'explain', 'how', 'the', 'damage', 'was', 'done', '(', 'when', 'the', 'guests', 'were', 'consuming', 'drugs', 'and', 'I', 'wasn', '’', 't', 'there', ')', 'and', 'informing', 'me', 'they', 'would', 'not', 'cover', 'the', 'cost', 'replacing', 'the', 'locks', 'after', 'the', 'guests', 'took', 'the', 'house', 'keys', '.', 'It', 'seemed', 'their', 'safety', 'policy', 'allows', 'guests', 'like', 'this', 'to', 'retain', 'keys', 'to', 'properties', 'that', 'they', 'have', 'taken', 'drugs', 'at', 'and', 'trashed', ',', 'which', 'in', 'my', 'view', 'represents', 'a', 'huge', 'safety', 'issue', '.', 'I', 'appreciate', 'that', 'incidents', 'do', 'occur', 'and', 'that', 'they', 'are', 'often', 'unexpected', '.', 'But', 'how', 'they', 'are', 'recovered', 'is', 'also', 'important', '.', 'In', 'this', 'situation', 'I', 'felt', 'completely', 'abandoned', 'by', 'AirBnB', '.', 'They', 'were', 'more', 'interested', 'in', 'wrapping', 'layers', 'or', 'bureaucracy', 'around', 'the', 'process', ',', 'providing', 'non', 'genuine', 'statements', 'of', 'support', 'and', 'in', 'closing', 'down', 'the', 'case', 'regardless', 'of', 'whether', 'it', 'was', 'resolved', 'or', 'not', '.', 'Their', 'behaviour', 'has', 'been', 'appalling', 'and', 'has', 'confirmed', 'to', 'me', 'that', 'they', 'really', 'do', 'not', 'care', 'about', 'either', 'hosts', 'or', 'guests', '.', 'If', 'you', 'have', 'a', 'rental', 'property', ',', 'think', 'carefully', 'about', 'whether', 'you', 'want', 'Airbnb', 'to', 'be', 'your', 'broker', '.', 'Because', 'they', 'are', 'exactly', 'that', '-', 'just', 'a', 'broker', '.', 'If', 'anything', 'goes', 'wrong', 'you', '’', 'll', 'be', 'completely', 'on', 'your', 'own', '.', 'They', 'do', 'not', 'care', '.']",1/5
24/04/2025,"AirbNb are great!
they have such lovely listings globally hotels cant match the places i have stayed in
as a host i have never had an issue with a payout or damage deposit denied.
just wish i could become a superhost easier.
Keep up the good work
Casa Cerritos MX","['AirbNb', 'are', 'great', '!', 'they', 'have', 'such', 'lovely', 'listings', 'globally', 'hotels', 'cant', 'match', 'the', 'places', 'i', 'have', 'stayed', 'in', 'as', 'a', 'host', 'i', 'have', 'never', 'had', 'an', 'issue', 'with', 'a', 'payout', 'or', 'damage', 'deposit', 'denied', '.', 'just', 'wish', 'i', 'could', 'become', 'a', 'superhost', 'easier', '.', 'Keep', 'up', 'the', 'good', 'work', 'Casa', 'Cerritos', 'MX']",4/5
24/04/2025,"First time I used AIrBNB. Booked for a weekend and host cancelled after 1 month saying that there is planned maintenance. Strange that planned maintenance is done over the May bank holiday. Now I understand why so many people say don’t trust AirBNB.

Specifically don’t trust any booking you make with Prymeo as the host (Tijay).

I am pretty certain that they canceled my booking because they got more money from elsewhere. I will still be visiting Brighton that weekend so I will pass by and see if maintenance is really going on.","['First', 'time', 'I', 'used', 'AIrBNB', '.', 'Booked', 'for', 'a', 'weekend', 'and', 'host', 'cancelled', 'after', '1', 'month', 'saying', 'that', 'there', 'is', 'planned', 'maintenance', '.', 'Strange', 'that', 'planned', 'maintenance', 'is', 'done', 'over', 'the', 'May', 'bank', 'holiday', '.', 'Now', 'I', 'understand', 'why', 'so', 'many', 'people', 'say', 'don', '’', 't', 'trust', 'AirBNB', '.', 'Specifically', 'don', '’', 't', 'trust', 'any', 'booking', 'you', 'make', 'with', 'Prymeo', 'as', 'the', 'host', '(', 'Tijay', ')', '.', 'I', 'am', 'pretty', 'certain', 'that', 'they', 'canceled', 'my', 'booking', 'because', 'they', 'got', 'more', 'money', 'from', 'elsewhere', '.', 'I', 'will', 'still', 'be', 'visiting', 'Brighton', 'that', 'weekend', 'so', 'I', 'will', 'pass', 'by', 'and', 'see', 'if', 'maintenance', 'is', 'really', 'going', 'on', '.']",1/5
23/04/2025,"Air BnB has the worst customer service I have ever encountered. I will no longer host because of their profound negligence.

* Deeply untrained support staff
* Zero support for hosts, to the point of it being unsafe
*They really do not care at all about how their customers are treated","['Air', 'BnB', 'has', 'the', 'worst', 'customer', 'service', 'I', 'have', 'ever', 'encountered', '.', 'I', 'will', 'no', 'longer', 'host', 'because', 'of', 'their', 'profound', 'negligence', '.', '*', 'Deeply', 'untrained', 'support', 'staff', '*', 'Zero', 'support', 'for', 'hosts', ',', 'to', 'the', 'point', 'of', 'it', 'being', 'unsafe', '*', 'They', 'really', 'do', 'not', 'care', 'at', 'all', 'about', 'how', 'their', 'customers', 'are', 'treated']",1/5
23/04/2025,"Customer service is a disaster. I booked a place in Petaluma, California. They cancelled the reservation because my son didn't verify the call/res not sure. I paid for the room and it was my account. They kept pulling up an old account and telling me they understand my concern as a mother. They rebooked it within 24 hours and then charged me an extra $55.00 dollars. Took months to get the money back thu my credit card company. I paid with my PAYPAL account and they were useless. The room itself was fine.","['Customer', 'service', 'is', 'a', 'disaster', '.', 'I', 'booked', 'a', 'place', 'in', 'Petaluma', ',', 'California', '.', 'They', 'cancelled', 'the', 'reservation', 'because', 'my', 'son', 'did', ""n't"", 'verify', 'the', 'call/res', 'not', 'sure', '.', 'I', 'paid', 'for', 'the', 'room', 'and', 'it', 'was', 'my', 'account', '.', 'They', 'kept', 'pulling', 'up', 'an', 'old', 'account', 'and', 'telling', 'me', 'they', 'understand', 'my', 'concern', 'as', 'a', 'mother', '.', 'They', 'rebooked', 'it', 'within', '24', 'hours', 'and', 'then', 'charged', 'me', 'an', 'extra', '$', '55.00', 'dollars', '.', 'Took', 'months', 'to', 'get', 'the', 'money', 'back', 'thu', 'my', 'credit', 'card', 'company', '.', 'I', 'paid', 'with', 'my', 'PAYPAL', 'account', 'and', 'they', 'were', 'useless', '.', 'The', 'room', 'itself', 'was', 'fine', '.']",1/5
23/04/2025,"Their customer service is complete useless. I just need to change a picture in my profile and they won't allow it, but they keep giving excuses.

Also, once a person has booked a stay in my apartment in a bedroom no matter how bad they communicate and how many red flags they show they will not let you cancel without a penalty.

It doesn't make any sense that these guys run their company so badly","['Their', 'customer', 'service', 'is', 'complete', 'useless', '.', 'I', 'just', 'need', 'to', 'change', 'a', 'picture', 'in', 'my', 'profile', 'and', 'they', 'wo', ""n't"", 'allow', 'it', ',', 'but', 'they', 'keep', 'giving', 'excuses', '.', 'Also', ',', 'once', 'a', 'person', 'has', 'booked', 'a', 'stay', 'in', 'my', 'apartment', 'in', 'a', 'bedroom', 'no', 'matter', 'how', 'bad', 'they', 'communicate', 'and', 'how', 'many', 'red', 'flags', 'they', 'show', 'they', 'will', 'not', 'let', 'you', 'cancel', 'without', 'a', 'penalty', '.', 'It', 'does', ""n't"", 'make', 'any', 'sense', 'that', 'these', 'guys', 'run', 'their', 'company', 'so', 'badly']",1/5
23/04/2025,Arnb is complete scam totally run by foreigners who have hate litterslly towards our country. First off i had 2300 taken from them and no excuess banned account when they flat just said I took money from them with bank dispute . First off they had wrong person they completely made assumptions on me and just said that I a bank dispute had taken 2300 from them I made and I even proved I nvr did but that was there excuess somehow to over draw my bank account some how the my account number. Completely false. Then not to mention the countless reports which yes happened me are true reporting camera the owners put in house . Complete bill the staff do not care at all if it come down to it bout customer just there money.,"['Arnb', 'is', 'complete', 'scam', 'totally', 'run', 'by', 'foreigners', 'who', 'have', 'hate', 'litterslly', 'towards', 'our', 'country', '.', 'First', 'off', 'i', 'had', '2300', 'taken', 'from', 'them', 'and', 'no', 'excuess', 'banned', 'account', 'when', 'they', 'flat', 'just', 'said', 'I', 'took', 'money', 'from', 'them', 'with', 'bank', 'dispute', '.', 'First', 'off', 'they', 'had', 'wrong', 'person', 'they', 'completely', 'made', 'assumptions', 'on', 'me', 'and', 'just', 'said', 'that', 'I', 'a', 'bank', 'dispute', 'had', 'taken', '2300', 'from', 'them', 'I', 'made', 'and', 'I', 'even', 'proved', 'I', 'nvr', 'did', 'but', 'that', 'was', 'there', 'excuess', 'somehow', 'to', 'over', 'draw', 'my', 'bank', 'account', 'some', 'how', 'the', 'my', 'account', 'number', '.', 'Completely', 'false', '.', 'Then', 'not', 'to', 'mention', 'the', 'countless', 'reports', 'which', 'yes', 'happened', 'me', 'are', 'true', 'reporting', 'camera', 'the', 'owners', 'put', 'in', 'house', '.', 'Complete', 'bill', 'the', 'staff', 'do', 'not', 'care', 'at', 'all', 'if', 'it', 'come', 'down', 'to', 'it', 'bout', 'customer', 'just', 'there', 'money', '.']",1/5
23/04/2025,"AIRBNB has the worse service for their hosts.
Fake and false information is allowed to be spread, as long as it is written by their guests. They treat the hosts like crap, and see them only as a vehicle to make even more money. They treat their guests perfectly. It is time to move on to another platform, where hosts are treated equally well as guests.","['AIRBNB', 'has', 'the', 'worse', 'service', 'for', 'their', 'hosts', '.', 'Fake', 'and', 'false', 'information', 'is', 'allowed', 'to', 'be', 'spread', ',', 'as', 'long', 'as', 'it', 'is', 'written', 'by', 'their', 'guests', '.', 'They', 'treat', 'the', 'hosts', 'like', 'crap', ',', 'and', 'see', 'them', 'only', 'as', 'a', 'vehicle', 'to', 'make', 'even', 'more', 'money', '.', 'They', 'treat', 'their', 'guests', 'perfectly', '.', 'It', 'is', 'time', 'to', 'move', 'on', 'to', 'another', 'platform', ',', 'where', 'hosts', 'are', 'treated', 'equally', 'well', 'as', 'guests', '.']",1/5
23/04/2025,"I submitted an official complaint to Airbnb about a host named Scott who made discriminatory, offensive, and humiliating comments toward me. He refused to rent his property to me solely because I speak Russian. He questioned whether I truly live in the U.S., even though I have been living here for 7 years and my identity is fully verified on Airbnb.

Worse, he mocked the way I spelled my own name and added a sarcastic “ha-ha” — clearly ridiculing and disrespecting me in the conversation.

I attached screenshots and submitted the complaint through Airbnb’s official channels. Days have passed, and I still haven’t received any response. Complete silence.

I expected Airbnb to take discrimination and xenophobia seriously, but it seems like they’re turning a blind eye. For a platform that claims to be built on inclusivity, safety, and trust, this is deeply disappointing.

No follow-up. No apology. No accountability. I’m extremely disappointed and feel unsupported as a long-time Airbnb user. I hope someone from Airbnb actually pays attention to this review.","['I', 'submitted', 'an', 'official', 'complaint', 'to', 'Airbnb', 'about', 'a', 'host', 'named', 'Scott', 'who', 'made', 'discriminatory', ',', 'offensive', ',', 'and', 'humiliating', 'comments', 'toward', 'me', '.', 'He', 'refused', 'to', 'rent', 'his', 'property', 'to', 'me', 'solely', 'because', 'I', 'speak', 'Russian', '.', 'He', 'questioned', 'whether', 'I', 'truly', 'live', 'in', 'the', 'U.S.', ',', 'even', 'though', 'I', 'have', 'been', 'living', 'here', 'for', '7', 'years', 'and', 'my', 'identity', 'is', 'fully', 'verified', 'on', 'Airbnb', '.', 'Worse', ',', 'he', 'mocked', 'the', 'way', 'I', 'spelled', 'my', 'own', 'name', 'and', 'added', 'a', 'sarcastic', '“', 'ha-ha', '”', '—', 'clearly', 'ridiculing', 'and', 'disrespecting', 'me', 'in', 'the', 'conversation', '.', 'I', 'attached', 'screenshots', 'and', 'submitted', 'the', 'complaint', 'through', 'Airbnb', '’', 's', 'official', 'channels', '.', 'Days', 'have', 'passed', ',', 'and', 'I', 'still', 'haven', '’', 't', 'received', 'any', 'response', '.', 'Complete', 'silence', '.', 'I', 'expected', 'Airbnb', 'to', 'take', 'discrimination', 'and', 'xenophobia', 'seriously', ',', 'but', 'it', 'seems', 'like', 'they', '’', 're', 'turning', 'a', 'blind', 'eye', '.', 'For', 'a', 'platform', 'that', 'claims', 'to', 'be', 'built', 'on', 'inclusivity', ',', 'safety', ',', 'and', 'trust', ',', 'this', 'is', 'deeply', 'disappointing', '.', 'No', 'follow-up', '.', 'No', 'apology', '.', 'No', 'accountability', '.', 'I', '’', 'm', 'extremely', 'disappointed', 'and', 'feel', 'unsupported', 'as', 'a', 'long-time', 'Airbnb', 'user', '.', 'I', 'hope', 'someone', 'from', 'Airbnb', 'actually', 'pays', 'attention', 'to', 'this', 'review', '.']",3/5
23/04/2025,"Very slow booking, hardly to get demand for your property","['Very', 'slow', 'booking', ',', 'hardly', 'to', 'get', 'demand', 'for', 'your', 'property']",1/5
23/04/2025,"About two weeks ago, I had a disturbing experience with an Airbnb host in France. She was elderly, clearly unwell — emotionally and mentally — and completely overwhelmed. Her communication was erratic, and her behavior became unpredictable. I trusted my instincts and left early, for my own safety.

But what shocked me most? Airbnb did nothing.

I reported everything in detail. They treated it like a standard support case, closed it quietly, and left her listing live. No follow-up. No accountability.

Yes, I was the guest at risk. But this is about more than one booking.

This woman should not be hosting strangers. She’s struggling — and continuing to host puts everyone in danger: the guests, but also her. She could be manipulated, harmed, or trigger a serious incident. Airbnb’s inaction isn’t just careless — it’s irresponsible.

Airbnb talks a lot about “trust and safety,” but where’s the empathy?
Not just for travelers — but for hosts who clearly need support, not five-star pressure.

This isn’t a rant. It’s a wake-up call.

Safety isn’t just about locks and listings. Sometimes, the most compassionate — and most responsible — thing a platform can do is say: This host needs care, not a new guest.

(And yes, I tried to post this in r/Airbnb. I got banned. Maybe that says something too.)","['About', 'two', 'weeks', 'ago', ',', 'I', 'had', 'a', 'disturbing', 'experience', 'with', 'an', 'Airbnb', 'host', 'in', 'France', '.', 'She', 'was', 'elderly', ',', 'clearly', 'unwell', '—', 'emotionally', 'and', 'mentally', '—', 'and', 'completely', 'overwhelmed', '.', 'Her', 'communication', 'was', 'erratic', ',', 'and', 'her', 'behavior', 'became', 'unpredictable', '.', 'I', 'trusted', 'my', 'instincts', 'and', 'left', 'early', ',', 'for', 'my', 'own', 'safety', '.', 'But', 'what', 'shocked', 'me', 'most', '?', 'Airbnb', 'did', 'nothing', '.', 'I', 'reported', 'everything', 'in', 'detail', '.', 'They', 'treated', 'it', 'like', 'a', 'standard', 'support', 'case', ',', 'closed', 'it', 'quietly', ',', 'and', 'left', 'her', 'listing', 'live', '.', 'No', 'follow-up', '.', 'No', 'accountability', '.', 'Yes', ',', 'I', 'was', 'the', 'guest', 'at', 'risk', '.', 'But', 'this', 'is', 'about', 'more', 'than', 'one', 'booking', '.', 'This', 'woman', 'should', 'not', 'be', 'hosting', 'strangers', '.', 'She', '’', 's', 'struggling', '—', 'and', 'continuing', 'to', 'host', 'puts', 'everyone', 'in', 'danger', ':', 'the', 'guests', ',', 'but', 'also', 'her', '.', 'She', 'could', 'be', 'manipulated', ',', 'harmed', ',', 'or', 'trigger', 'a', 'serious', 'incident', '.', 'Airbnb', '’', 's', 'inaction', 'isn', '’', 't', 'just', 'careless', '—', 'it', '’', 's', 'irresponsible', '.', 'Airbnb', 'talks', 'a', 'lot', 'about', '“', 'trust', 'and', 'safety', ',', '”', 'but', 'where', '’', 's', 'the', 'empathy', '?', 'Not', 'just', 'for', 'travelers', '—', 'but', 'for', 'hosts', 'who', 'clearly', 'need', 'support', ',', 'not', 'five-star', 'pressure', '.', 'This', 'isn', '’', 't', 'a', 'rant', '.', 'It', '’', 's', 'a', 'wake-up', 'call', '.', 'Safety', 'isn', '’', 't', 'just', 'about', 'locks', 'and', 'listings', '.', 'Sometimes', ',', 'the', 'most', 'compassionate', '—', 'and', 'most', 'responsible', '—', 'thing', 'a', 'platform', 'can', 'do', 'is', 'say', ':', 'This', 'host', 'needs', 'care', ',', 'not', 'a', 'new', 'guest', '.', '(', 'And', 'yes', ',', 'I', 'tried', 'to', 'post', 'this', 'in', 'r/Airbnb', '.', 'I', 'got', 'banned', '.', 'Maybe', 'that', 'says', 'something', 'too', '.', ')']",1/5
22/04/2025,"Airbnb cannot be trusted. They remove negative reviews from customers, falsely showing properties as only positively rated, and thus misleading and scamming the users!","['Airbnb', 'can', 'not', 'be', 'trusted', '.', 'They', 'remove', 'negative', 'reviews', 'from', 'customers', ',', 'falsely', 'showing', 'properties', 'as', 'only', 'positively', 'rated', ',', 'and', 'thus', 'misleading', 'and', 'scamming', 'the', 'users', '!']",1/5
22/04/2025,"Airbnb stranded me in a fake listing…
Airbnb stranded me in a fake listing and refuses to take accountability.

I was sold a listing in Lakeview, Chicago, but ended up miles away in North Center. The dishwasher didn’t work, the dishes were dirty, with hardly and mismatched silverware, and I’ve been stuck 10 days without a key to the building — unable to enter without relying on the host. Loud, daily thumping noises made it nearly impossible to work or rest.

Airbnb’s “Aircover” failed me. They offered no real relocation help and now threaten to withhold refund eligibility because I “chose to stay” — as if I had other options while traveling with dogs and belongings, and no replacement was provided.

Despite a BBB complaint, photos, and proof that the listing remains falsely advertised, Airbnb continues to downplay the severity and shift the blame. Even on Easter Sunday, they sent messages attempting to limit refunds and close the case — rather than resolve it.

I’m putting this out publicly because no one should be stranded or gaslit like this by a global platform. Consumers deserve transparency, safety, and accountability — not threats and neglect.

#Airbnb #AirbnbNightmare #ConsumerRights #Chicago #TravelSafety #BBB #ShortTermRental #Accountability","['Airbnb', 'stranded', 'me', 'in', 'a', 'fake', 'listing…', 'Airbnb', 'stranded', 'me', 'in', 'a', 'fake', 'listing', 'and', 'refuses', 'to', 'take', 'accountability', '.', 'I', 'was', 'sold', 'a', 'listing', 'in', 'Lakeview', ',', 'Chicago', ',', 'but', 'ended', 'up', 'miles', 'away', 'in', 'North', 'Center', '.', 'The', 'dishwasher', 'didn', '’', 't', 'work', ',', 'the', 'dishes', 'were', 'dirty', ',', 'with', 'hardly', 'and', 'mismatched', 'silverware', ',', 'and', 'I', '’', 've', 'been', 'stuck', '10', 'days', 'without', 'a', 'key', 'to', 'the', 'building', '—', 'unable', 'to', 'enter', 'without', 'relying', 'on', 'the', 'host', '.', 'Loud', ',', 'daily', 'thumping', 'noises', 'made', 'it', 'nearly', 'impossible', 'to', 'work', 'or', 'rest', '.', 'Airbnb', '’', 's', '“', 'Aircover', '”', 'failed', 'me', '.', 'They', 'offered', 'no', 'real', 'relocation', 'help', 'and', 'now', 'threaten', 'to', 'withhold', 'refund', 'eligibility', 'because', 'I', '“', 'chose', 'to', 'stay', '”', '—', 'as', 'if', 'I', 'had', 'other', 'options', 'while', 'traveling', 'with', 'dogs', 'and', 'belongings', ',', 'and', 'no', 'replacement', 'was', 'provided', '.', 'Despite', 'a', 'BBB', 'complaint', ',', 'photos', ',', 'and', 'proof', 'that', 'the', 'listing', 'remains', 'falsely', 'advertised', ',', 'Airbnb', 'continues', 'to', 'downplay', 'the', 'severity', 'and', 'shift', 'the', 'blame', '.', 'Even', 'on', 'Easter', 'Sunday', ',', 'they', 'sent', 'messages', 'attempting', 'to', 'limit', 'refunds', 'and', 'close', 'the', 'case', '—', 'rather', 'than', 'resolve', 'it', '.', 'I', '’', 'm', 'putting', 'this', 'out', 'publicly', 'because', 'no', 'one', 'should', 'be', 'stranded', 'or', 'gaslit', 'like', 'this', 'by', 'a', 'global', 'platform', '.', 'Consumers', 'deserve', 'transparency', ',', 'safety', ',', 'and', 'accountability', '—', 'not', 'threats', 'and', 'neglect', '.', '#', 'Airbnb', '#', 'AirbnbNightmare', '#', 'ConsumerRights', '#', 'Chicago', '#', 'TravelSafety', '#', 'BBB', '#', 'ShortTermRental', '#', 'Accountability']",1/5
